Tow Date,Make,Style,Color,State
11/05/2017,CHEV,4D,RED,IL
11/05/2017,NISS,4D,BLK,IL
10/04/2017,BMW,LL,BLK,IL
10/05/2017,CADI,LL,BLK,IL
10/04/2017,NISS,4D,GRY,WA
09/30/2017,LINC,4D,SIL,IL
11/04/2017,MERZ,4D,BLK,IL
10/04/2017,CHEV,2T,WHI,IL
10/02/2017,LINC,4D,GRY,IL
11/04/2017,SATR,4D,GRY,IL
10/04/2017,MERZ,4D,BLK,IL
10/05/2017,GMC,LL,GRY,IL
08/31/2017,PONT,VN,BLU,IL
11/04/2017,PONT,4D,TRQ,IL
11/04/2017,MITS,LL,BLU,IL
11/04/2017,BUIC,4D,TAN,IL
11/04/2017,ACUR,4D,WHI,IL
09/01/2017,BMW,LL,GRY,IL
09/01/2017,BUIC,4D,BRO,IL
11/04/2017,LEXS,4D,WHI,IL
09/01/2017,JEEP,LL,BLK,IL
10/06/2017,PONT,4D,GRN,IL
09/07/2017,HOND,4D,GRY,IL
11/04/2017,TOYT,4D,WHI,IL
11/05/2017,CHEV,LL,GRY,IN
10/05/2017,CHEV,LL,BLK,IL
09/30/2017,CHEV,4D,BLK,IL
11/05/2017,CHEV,4D,TAN,IL
10/01/2017,CHRY,4D,TAN,KS
11/06/2017,CHEV,4D,BLK,IL
10/02/2017,CHEV,4D,BGE,IL
10/02/2017,BUIC,4D,SIL,IL
09/07/2017,LEXS,4D,GRY,IL
10/04/2017,FORD,LL,BLU,IL
11/04/2017,BUIC,4D,WHI,IL
09/07/2017,NISS,4D,ONG,IL
09/07/2017,CHEV,LL,BLK,IL
09/07/2017,FORD,4D,WHI,FL
11/04/2017,TOYT,4D,RED,IL
09/07/2017,CHEV,VN,BLU,IL
11/04/2017,CHEV,4D,WHI,IL
11/04/2017,FORD,LL,RED,IL
09/07/2017,FORD,4D,WHI,IL
11/04/2017,TOYT,4D,BLK,IL
11/04/2017,FORD,4D,WHI,IL
10/05/2017,MITS,4D,GRY,IL
09/07/2017,FORD,4D,BLK,IL
08/31/2017,CHEV,VN,SIL,WI
09/07/2017,MITS,4D,SIL,IL
10/05/2017,BUIC,4D,SIL,IL
11/05/2017,BUIC,4D,RED,IN
10/05/2017,CHEV,2D,WHI,IL
10/06/2017,PONT,2D,BLK,IL
11/05/2017,FORD,4D,GRY,IL
10/06/2017,SUZI,MC,BLK,IL
10/06/2017,PONT,4D,BLK,IL
09/07/2017,TOYT,4D,BLK,IL
11/04/2017,ACUR,4D,BLK,IL
10/04/2017,CADI,4D,SIL,IL
11/04/2017,BUIC,4D,BLU,IL
10/04/2017,BUIC,4D,WHI,IL
11/04/2017,CHEV,4D,GRY,IL
11/04/2017,OLDS,4D,WHI,IL
10/05/2017,FORD,VN,RED,IL
10/05/2017,DODG,LL,WHI,IL
08/31/2017,DODG,PK,BLU,IL
11/04/2017,LINC,4D,BLK,IL
10/05/2017,CHEV,LL,TAN,IL
10/05/2017,GMC,LL,WHI,IL
11/05/2017,ISU,LL,WHI,IL
08/31/2017,FORD,4D,BLK,IN
09/01/2017,CHEV,2D,BLU,IL
09/01/2017,FORD,LL,WHI,IL
11/06/2017,BUIC,4D,GRN,IL
09/01/2017,HYUN,LL,BLK,
11/04/2017,OLDS,VN,BLU,IL
10/04/2017,FORD,LL,GRY,IL
10/04/2017,CHEV,4D,SIL,IL
11/04/2017,FORD,LL,BLK,IL
11/04/2017,CHEV,LL,MAR,IL
11/04/2017,CHEV,4D,MAR,IL
09/07/2017,CHEV,4D,BLK,IL
09/07/2017,CHRY,4D,GRY,IL
10/29/2017,BMW,LL,BLK,IL
09/08/2017,BUIC,4D,BRO,IL
11/04/2017,TOYT,LL,BLU,IL
10/29/2017,NISS,4D,GRY,IL
10/29/2017,PONT,4D,RED,IL
11/04/2017,PONT,4D,GRY,IL
11/04/2017,HYUN,4D,GRY,IL
09/08/2017,BUIC,4D,GRN,IL
10/29/2017,INFI,4D,GRN,IL
09/08/2017,BUIC,4D,SIL,IL
11/04/2017,NISS,4D,GLD,IL
11/04/2017,MITS,4D,SIL,IL
09/08/2017,CADI,4D,SIL,IL
11/06/2017,GMC,LL,BLU,IL
11/06/2017,CHEV,VN,RED,IL
11/06/2017,CADI,4D,RED,IN
09/08/2017,CHRY,SW,MAR,IL
11/06/2017,HOND,VN,GRN,
11/06/2017,HOND,VN,BLU,IL
11/04/2017,BUIC,4D,MAR,IL
11/04/2017,CHEV,VN,MAR,IL
09/08/2017,FORD,4D,BLU,IL
09/08/2017,ACUR,4D,GRY,IL
10/05/2017,HOND,LL,BLU,IL
08/31/2017,BUIC,4D,WHI,IL
11/05/2017,CHEV,VN,WHI,IL
09/08/2017,BUIC,4D,SIL,IL
11/05/2017,HOND,4D,GLD,IL
08/31/2017,TOYT,4D,BLK,IL
08/31/2017,CHEV,4D,SIL,IL
11/05/2017,DODG,VN,MAR,IL
10/28/2017,FORD,4D,SIL,IL
11/06/2017,TOYT,4D,WHI,IL
10/05/2017,TOYT,4D,WHI,IL
11/04/2017,CHEV,4D,BLU,IL
11/04/2017,FORD,LL,GRN,IL
11/06/2017,HYUN,4D,SIL,IL
11/06/2017,CHEV,4D,SIL,IN
09/07/2017,TOYT,4D,BLU,IL
11/06/2017,CHEV,4D,WHI,IL
11/06/2017,NISS,4D,SIL,IL
11/06/2017,CHRY,VN,RED,IL
11/06/2017,FORD,4D,TAN,IL
09/08/2017,HOND,4D,GRN,IL
11/06/2017,FORD,4D,BLK,IL
11/06/2017,HOND,LL,RED,IL
10/05/2017,TOYT,4D,SIL,IL
11/04/2017,CHEV,4D,GRY,IL
10/05/2017,JEEP,LL,SIL,IL
10/03/2017,PONT,4D,GRY,IL
10/05/2017,CHRY,4D,WHI,TX
10/29/2017,DODG,LL,BLK,IL
10/29/2017,KIA,4D,WHI,IL
10/29/2017,CHEV,4D,BLK,IL
09/08/2017,ACUR,4D,BLU,IL
09/08/2017,BUIC,4D,GRY,IL
10/29/2017,CHRY,VN,GRY,IL
09/30/2017,ACUR,4D,GLD,IL
10/28/2017,CHEV,LL,TAN,IL
11/05/2017,HOND,4D,GRY,IL
10/03/2017,PONT,4D,GRN,IL
11/05/2017,DODG,4D,GRY,IL
10/03/2017,PONT,4D,SIL,IL
10/03/2017,MERC,4D,WHI,OH
11/05/2017,CHEV,LL,GRY,IL
10/29/2017,CHEV,2D,WHI,IN
08/31/2017,FORD,LL,MAR,IL
08/31/2017,DODG,PK,SIL,
08/31/2017,PONT,2T,SIL,IL
10/29/2017,PONT,4D,BLK,IL
10/29/2017,LEXS,4D,GLD,IL
11/06/2017,CHEV,4D,GLD,IL
11/07/2017,BUIC,LL,BLK,IL
11/07/2017,CHEV,4D,LBL,IL
11/07/2017,FORD,LL,GRN,IL
11/07/2017,NISS,4T,TAN,IL
11/07/2017,LINC,2D,BLK,IL
11/07/2017,CHEV,LL,BLK,IL
11/07/2017,LEXS,4D,TAN,IL
10/06/2017,AUDI,4T,GRN,IL
10/06/2017,DODG,VN,PLE,IL
10/06/2017,CHEV,SW,SIL,IL
09/08/2017,ACUR,LL,BLK,IL
11/05/2017,PONT,2D,BLU,
11/05/2017,VOLK,LL,BLK,IL
09/30/2017,CHRY,2D,WHI,IL
09/30/2017,KIA,VN,GRN,IL
09/30/2017,TOYT,4D,GRY,TN
09/30/2017,BUIC,LL,BLK,IL
09/30/2017,MITS,LL,COM,IL
10/01/2017,NISS,4D,GRY,IL
09/29/2017,HOND,4T,GRN,IL
10/01/2017,NISS,LL,SIL,
10/02/2017,CHEV,4D,RED,IL
10/02/2017,MITS,4D,SIL,AR
10/01/2017,HOND,4D,TAN,IL
09/08/2017,CHRY,4D,BLK,IL
11/05/2017,VOLK,4D,RED,IL
11/05/2017,CHEV,4D,SIL,IL
11/05/2017,FORD,LL,BLU,AL
11/05/2017,CHEV,VN,BLK,IN
10/29/2017,CHEV,VN,BLU,IL
11/05/2017,KIA,4D,PLE,
10/29/2017,MITS,4D,SIL,IL
10/29/2017,VOLK,4D,SIL,IL
10/29/2017,CHEV,4T,GLD,IL
11/05/2017,NISS,4D,GLD,IL
11/05/2017,PONT,4D,TAN,IL
10/29/2017,CHEV,PK,GRY,IL
11/05/2017,BUIC,4D,BRO,IL
11/05/2017,DODG,VN,TAN,IN
11/05/2017,BUIC,LL,BRZ,
11/05/2017,CHEV,4D,TAN,IL
11/05/2017,CADI,4D,WHI,IL
10/05/2017,HOND,4D,MAR,IL
11/05/2017,HOND,4D,WHI,IL
11/05/2017,NISS,4D,GRY,IL
11/05/2017,ACUR,LL,BLK,IL
11/05/2017,CHEV,LL,GRY,IL
11/05/2017,FORD,4D,RED,IL
10/05/2017,,MC,BLK,
10/01/2017,LEXS,4D,SIL,IL
10/05/2017,PONT,4D,BLK,
10/05/2017,DODG,LL,BGE,IL
11/05/2017,JEEP,LL,SIL,IL
10/29/2017,HOND,2D,GRN,IL
11/05/2017,NISS,4D,TAN,IL
09/08/2017,BUIC,LL,BLK,IL
11/05/2017,TOYT,4D,BLK,IL
09/08/2017,PONT,4D,BLK,IL
11/05/2017,CHEV,LL,MAR,IL
11/05/2017,BUIC,4D,BLU,IL
11/05/2017,CHEV,2D,BLK,IL
11/05/2017,CHEV,,SIL,IL
11/06/2017,HOND,4D,SIL,IL
11/05/2017,TOYT,4D,TAN,IL
11/06/2017,HOND,4D,GRY,IL
09/08/2017,HYUN,4D,MAR,IL
11/05/2017,BMW,4D,WHI,IL
10/06/2017,FORD,LL,MAR,IL
10/06/2017,CHEV,4D,BLK,IL
10/06/2017,CHRY,LL,BLU,IL
09/08/2017,VOLK,LL,BLU,IL
10/29/2017,FORD,VN,WHI,
10/01/2017,CHRY,LL,BLK,IL
10/01/2017,CHEV,LL,SIL,IL
10/29/2017,PONT,4D,BLU,
10/29/2017,CHEV,LL,BLU,IL
10/29/2017,CHEV,PK,BLU,IL
10/29/2017,TOYT,4D,GRN,IL
09/06/2017,ZCZY,MB,BLK,IL
09/04/2017,TOYT,4D,SIL,IL
11/05/2017,CHEV,4D,BLK,IL
11/05/2017,CHEV,4D,GRN,IL
11/05/2017,JEEP,LL,GRY,IL
10/05/2017,HYUN,4D,WHI,IL
09/08/2017,FORD,VN,GRN,IL
11/05/2017,NISS,4D,GRY,IL
09/08/2017,FORD,4D,BLK,IL
11/05/2017,HYUN,4D,SIL,IL
09/08/2017,CHEV,4D,GRN,IL
09/08/2017,CHRY,4D,SIL,IL
09/08/2017,MAZD,4D,BRO,IL
10/30/2017,MITS,4D,BLU,IL
11/06/2017,LNDR,LL,SIL,IL
09/05/2017,BUIC,4D,WHI,IL
11/05/2017,INFI,4D,SIL,IL
11/05/2017,DODG,LL,SIL,IL
11/05/2017,PONT,4D,WHI,IL
09/08/2017,FORD,LL,WHI,IL
09/08/2017,CHEV,LL,BLU,IL
11/06/2017,GMC,LL,WHI,IL
11/06/2017,FORD,VN,SIL,IL
11/06/2017,CHEV,4D,SIL,IL
09/08/2017,CHEV,2D,BLK,IL
09/08/2017,CHRY,VN,BLU,IL
11/06/2017,KIA,LL,BLK,IL
11/06/2017,SCIO,4D,SIL,IL
11/06/2017,CHEV,4D,WHI,IL
09/09/2017,DODG,4D,BLU,IL
09/09/2017,CADI,LL,BRO,MI
09/08/2017,OLDS,2D,WHI,IL
09/08/2017,DODG,PK,BLU,IL
11/05/2017,DODG,4D,GRY,IL
09/08/2017,DODG,4D,GRY,IL
10/05/2017,CADI,4D,BLK,IL
10/05/2017,FORD,LL,TAN,WI
09/08/2017,GMC,VN,WHI,IL
09/08/2017,FORD,LL,BLU,IL
09/08/2017,FORD,4D,GLD,IL
09/08/2017,FORD,VN,WHI,IL
09/08/2017,NISS,4D,GLD,IL
10/06/2017,BMW,LL,BLU,IL
09/08/2017,OLDS,2D,BLK,IL
10/06/2017,INFI,4D,GLD,IL
10/05/2017,VW,4D,SIL,IL
09/10/2017,FORD,LL,RED,IL
09/08/2017,VOLK,4D,WHI,IL
11/06/2017,FORD,LL,TAN,IL
11/06/2017,OLDS,4D,WHI,IL
10/05/2017,CHEV,4D,BLK,IL
09/08/2017,VOLK,4D,BLU,IL
11/02/2017,FORD,4D,RED,IL
10/05/2017,JEEP,LL,GRY,IL
11/03/2017,FORD,4D,BGE,IL
10/06/2017,MERC,4D,GRY,IL
11/03/2017,CHEV,4D,WHI,IL
10/06/2017,CHRY,VN,GRY,IL
10/06/2017,CHEV,2D,BLK,IL
09/09/2017,MAZD,4D,GRY,WI
10/30/2017,CADI,4D,BLK,IL
09/09/2017,BMW,2D,WHI,IL
09/09/2017,BUIC,4D,SIL,IL
11/04/2017,TOYT,4D,WHI,IL
09/09/2017,PONT,4D,BRZ,IL
11/04/2017,PONT,2D,DBL,IL
11/06/2017,HOND,4D,SIL,
09/10/2017,DODG,4D,GRY,WI
11/06/2017,FORD,4D,BLU,IL
11/07/2017,TOYT,4D,WHI,IL
10/06/2017,JEEP,LL,GRY,IL
11/06/2017,DODG,4D,BLK,IL
11/06/2017,PONT,4D,RED,IL
11/06/2017,JEEP,LL,SIL,IL
11/05/2017,HOND,4D,BLU,IL
10/06/2017,NISS,4D,BLK,IL
11/05/2017,PONT,VN,WHI,IL
11/05/2017,CHEV,4D,GRY,IL
11/05/2017,LEXS,4D,GRY,IL
09/09/2017,JAG,4D,BLK,IL
10/06/2017,NISS,LL,GLD,IL
10/28/2017,,,,IL
11/05/2017,TOYT,4D,LBL,IL
10/30/2017,HOND,LL,SIL,IL
10/30/2017,FORD,PK,WHI,IL
10/30/2017,FORD,4D,PLE,IL
10/30/2017,HOND,4D,WHI,IL
11/06/2017,PONT,4D,DGR,IL
10/30/2017,HOND,4D,BLK,IL
09/09/2017,CHRY,4D,GRY,IL
11/06/2017,MAZD,4D,SIL,IL
11/06/2017,DODG,VN,WHI,IL
11/03/2017,FREA,LL,WHI,IL
09/09/2017,NISS,4D,BLU,IL
11/06/2017,CHRY,4D,BLU,IL
09/09/2017,DODG,2D,GRY,IL
11/07/2017,LEXS,4D,LBL,IL
09/09/2017,PONT,4D,WHI,IL
11/07/2017,NISS,4D,GRY,IL
11/06/2017,DODG,4D,BLK,IL
10/06/2017,LINC,4D,SIL,IL
11/06/2017,CHEV,VN,TAN,IL
11/07/2017,NISS,4T,GRY,IL
10/06/2017,CHEV,VN,WHI,IL
10/07/2017,BUIC,4D,BRO,IL
10/07/2017,OLDS,4D,MAR,IL
11/07/2017,CADI,4D,BGE,IL
11/07/2017,NISS,4D,RED,IL
11/07/2017,SATR,2D,SIL,IL
10/07/2017,CHEV,4T,RED,WI
10/07/2017,CHRY,4T,SIL,IL
10/07/2017,PONT,LL,GRN,IL
11/07/2017,SAA,2D,BLK,IL
11/07/2017,HOND,4D,SIL,IL
11/07/2017,LINC,4D,GRY,IL
10/07/2017,HOND,4D,SIL,IL
10/07/2017,NISS,4D,GRY,IL
10/07/2017,LINC,4D,WHI,IL
09/09/2017,OLDS,4D,BLU,IL
10/07/2017,CADI,4D,TAN,IL
10/07/2017,CHEV,VN,WHI,IL
10/07/2017,FORD,4D,BLK,IL
10/07/2017,CHEV,LL,BLK,IL
10/06/2017,MERC,4D,BLU,IL
09/09/2017,BUIC,4D,SIL,IN
10/06/2017,CHRY,VN,GRY,IL
10/06/2017,VOLV,4D,GRY,IL
09/09/2017,CHEV,LL,BLK,IL
10/08/2017,MERZ,4D,WHI,IL
10/06/2017,TOYT,LL,GRY,IL
09/09/2017,TOYT,LL,GRY,IL
10/06/2017,MITS,4D,SIL,IL
08/31/2017,NISS,4D,BLU,IL
09/01/2017,LEXS,4D,BLK,IL
09/01/2017,FORD,4D,GLD,
09/09/2017,NISS,4D,WHI,IL
10/07/2017,CHEV,4D,MAR,IL
10/07/2017,MITS,4D,SIL,WI
10/08/2017,FORD,LL,BLK,IL
09/09/2017,PONT,4D,MAR,IL
10/08/2017,MERC,4D,WHI,IL
10/08/2017,CHRY,VN,TAN,IL
10/09/2017,JEEP,LL,SIL,
10/09/2017,CHEV,4D,BLK,IL
10/09/2017,NISS,4D,BLK,IL
09/09/2017,BUIC,4D,SIL,IL
11/06/2017,CHRY,SW,GRN,IL
10/06/2017,CHEV,4D,WHI,IL
11/06/2017,BUIC,4T,MAR,IL
09/09/2017,JEEP,LL,WHI,IL
10/06/2017,CHEV,4D,SIL,IL
09/01/2017,FORD,4D,BLU,IL
09/01/2017,FORD,4D,GRN,IL
10/06/2017,GMC,LL,GRY,IL
10/06/2017,CHEV,LL,WHI,IL
11/07/2017,DODG,4D,BLK,IL
10/06/2017,FORD,4D,RED,IL
09/09/2017,VOLV,2D,GRN,IL
11/07/2017,TOYT,PK,GRN,IL
09/09/2017,CHEV,4D,TAN,IL
09/09/2017,TOYO,4D,TAN,IL
10/06/2017,TOYT,4D,BLK,IL
09/09/2017,NISS,4D,BLK,IL
10/06/2017,CHEV,LL,BLK,IL
09/09/2017,CHEV,2D,BLU,IL
10/07/2017,BUIC,4D,TAN,IL
10/07/2017,PONT,4D,RED,IL
10/07/2017,HOND,VN,GRY,IL
10/07/2017,MERZ,4D,GRY,IL
10/07/2017,LINC,4D,GLD,IN
10/08/2017,BUIC,4D,BLK,IL
10/08/2017,TOYT,4D,BLK,IL
11/07/2017,MITS,4D,SIL,IL
10/06/2017,NISS,4D,GRY,IL
10/06/2017,CHEV,LL,BLK,IL
09/10/2017,BUIC,4D,BLU,IL
10/06/2017,TOYT,4D,GLD,IL
09/11/2017,MERC,4D,SIL,IL
10/06/2017,BMW,4D,RED,IL
08/31/2017,SUBA,4D,BLK,
09/01/2017,CHEV,4D,MAR,IL
11/07/2017,BMW,4D,SIL,IL
11/07/2017,CHEV,4D,RED,FL
11/07/2017,PONT,4D,BLU,TN
10/06/2017,BUIC,4D,TAN,IL
10/07/2017,HOND,MC,RED,IL
10/07/2017,CHEV,4D,SIL,IL
10/07/2017,JEEP,LL,SIL,IL
11/07/2017,CHEV,2D,RED,IL
09/10/2017,CHEV,2D,BLK,IL
10/07/2017,NISS,4D,GRY,IL
10/07/2017,VOLK,4D,BLK,IL
10/08/2017,BUIC,4D,WHI,IL
10/08/2017,CHEV,PK,GRN,IL
10/08/2017,NISS,LL,RED,IL
09/09/2017,KIA,4D,WHI,IL
09/09/2017,CHEV,LL,MAR,IL
09/09/2017,FORD,LL,WHI,IL
10/06/2017,FORD,LL,SIL,IL
09/09/2017,MITS,4D,RED,IL
11/07/2017,CHEV,4D,BLK,IL
11/07/2017,NISS,4D,WHI,IL
10/06/2017,DODG,4D,GRY,IL
10/07/2017,NISS,LL,SIL,TX
09/09/2017,TOYT,4T,GRY,IL
09/09/2017,FORD,4D,BLK,IL
10/07/2017,BUIC,4D,RED,IL
10/07/2017,SATU,4T,BLK,IL
09/10/2017,CHRY,4D,GRY,IL
09/10/2017,CHRY,4D,SIL,IL
10/07/2017,NISS,4D,SIL,IL
10/07/2017,JEEP,LL,WHI,IL
11/07/2017,MITS,LL,WHI,IL
11/07/2017,BUIC,4D,GLD,IL
11/08/2017,FORD,VN,WHI,IL
11/08/2017,FORD,LL,GLD,IL
11/08/2017,CADI,4D,WHI,IL
11/08/2017,FORD,VN,WHI,IL
10/08/2017,CHEV,4D,MAR,IL
10/08/2017,HOND,4D,GRN,IL
11/08/2017,CADI,4D,BGE,IL
11/07/2017,NISS,4D,BLK,IL
10/06/2017,TOYT,4D,TAN,IL
11/07/2017,CADI,4D,BLK,IL
10/06/2017,HYUN,4D,BLK,IL
11/07/2017,MAZD,LL,WHI,IL
11/07/2017,OLDS,4D,RED,IL
09/09/2017,CHEV,LL,RED,IL
11/07/2017,VOLK,4D,BLU,IL
11/07/2017,CHEV,4D,GRY,IL
11/07/2017,CHEV,4D,ONG,IN
11/07/2017,CHEV,4D,SIL,IL
09/09/2017,FORD,4D,WHI,IL
09/09/2017,DODG,VN,GRY,IL
11/07/2017,FORD,PK,GRN,IL
11/08/2017,MERZ,4D,BLK,IL
10/10/2017,HYUN,4D,BLK,IL
09/11/2017,TOYT,4D,GRY,IL
09/11/2017,MERC,4D,WHI,IL
11/10/2017,NISS,4T,RED,IL
11/10/2017,NISS,4D,SIL,IL
11/10/2017,KIA,4T,WHI,IL
11/07/2017,SAA,4D,GRY,IL
09/09/2017,TOYT,4D,SIL,IL
09/09/2017,TOYT,4D,SIL,IL
09/09/2017,TOYT,4D,SIL,IL
09/09/2017,TOYT,4D,SIL,IL
09/09/2017,TOYT,4D,SIL,IL
11/07/2017,TOYT,2D,GRN,
09/09/2017,TOYT,4D,SIL,IL
09/09/2017,TOYT,4D,SIL,IL
09/09/2017,TOYT,4D,SIL,IL
09/09/2017,TOYT,4D,SIL,IL
10/06/2017,TOYT,VN,TAN,IL
10/06/2017,CHRY,VN,GRN,IL
10/06/2017,FORD,PK,GRY,IL
11/08/2017,LEXS,4D,GRY,LA
11/08/2017,FORD,LL,BLU,KS
09/09/2017,CHRY,2D,WHI,IL
11/08/2017,,,BLK,IL
11/08/2017,CHEV,LL,TAN,IL
11/08/2017,,,,IL
11/08/2017,BUIC,4D,DBL,IL
11/08/2017,,,WHI,IL
09/10/2017,MERC,4D,SIL,IL
10/06/2017,FORD,LL,BLU,IL
11/07/2017,SATR,LL,BLK,IN
09/11/2017,CHEV,4D,RED,IL
09/12/2017,OLDS,4T,RED,IN
09/12/2017,JEEP,4D,RED,IL
11/07/2017,CHEV,2D,WHI,IL
11/07/2017,MAZD,2D,RED,IL
11/07/2017,CADI,4D,BLK,IL
11/07/2017,VOLK,LL,GRY,IL
11/07/2017,MERZ,4D,BLK,IL
10/01/2017,BUIC,4D,TAN,IL
11/07/2017,BUIC,4D,BLU,IL
11/07/2017,PONT,4D,WHI,IL
11/09/2017,OLDS,4D,BLK,MN
10/01/2017,CHRY,VN,GRN,IL
10/01/2017,KIA,LL,DGR,MN
10/01/2017,VOLK,LL,SIL,IL
11/09/2017,CHEV,VN,WHI,IL
10/01/2017,INFI,4D,BLK,IL
10/02/2017,HOND,4D,SIL,
10/03/2017,HOND,LL,GRY,IL
10/07/2017,HOND,4D,WHI,IL
10/07/2017,NISS,4D,BLU,IL
10/07/2017,HYUN,4D,BLK,IL
11/07/2017,DODG,VN,GRN,IL
10/07/2017,CHEV,VN,BLU,IL
10/07/2017,CHEV,4D,BLK,IL
10/30/2017,HOND,VN,BLU,IL
10/30/2017,BUIC,4D,WHI,IN
10/07/2017,DODG,4T,GRY,IL
10/07/2017,DODG,VN,SIL,IL
09/10/2017,DODG,VN,BLU,IL
11/07/2017,CHEV,4D,GRN,
09/10/2017,JEEP,LL,GRY,IL
11/07/2017,CHEV,LL,WHI,
11/07/2017,HOND,2D,WHI,IL
11/07/2017,BMW,LL,BLK,IL
11/07/2017,NISS,LL,BLU,
11/07/2017,CHEV,4D,GLD,IL
11/07/2017,HYUN,LL,SIL,IL
11/07/2017,FORD,LL,WHI,
11/07/2017,CHRY,VN,BLU,IL
11/08/2017,BUIC,LL,BLU,IL
11/08/2017,BUIC,4D,SIL,IL
09/10/2017,BUIC,LL,BGE,IL
09/11/2017,OLDS,VN,GRN,IL
11/08/2017,MERC,4D,GRY,IL
11/08/2017,PONT,4D,WHI,IL
11/08/2017,NISS,4D,WHI,IL
11/08/2017,LINC,LM,WHI,
11/09/2017,NISS,4D,TAN,IL
10/07/2017,NISS,4T,BLK,IL
10/07/2017,TOYT,LL,DBL,IL
09/10/2017,CHEV,LL,BLK,IL
11/07/2017,NISS,4D,PLE,IL
11/07/2017,CHEV,LL,GRN,IL
10/07/2017,CHEV,4D,BLU,IL
10/07/2017,HOND,4T,GRY,IL
10/07/2017,PONT,4D,BLK,IL
11/07/2017,CHEV,2D,YEL,IL
10/09/2017,CHEV,2D,BLU,IL
10/09/2017,PONT,4D,SIL,IL
10/09/2017,DODG,4D,SIL,IL
11/07/2017,CHEV,4D,WHI,IN
11/09/2017,CHEV,LL,BLU,IL
11/09/2017,HOND,4D,SIL,IL
11/09/2017,SATU,2D,GRN,IL
10/30/2017,VOLK,4D,SIL,IL
11/09/2017,PONT,4D,RED,IL
11/09/2017,PONT,VN,TAN,IL
11/09/2017,CHEV,4D,RED,IL
11/09/2017,FORD,PK,DGR,KS
10/06/2017,HYUN,4T,WHI,IL
11/08/2017,HOND,4D,BLU,IL
10/07/2017,LEXS,SW,BLK,IL
09/10/2017,BUIC,4D,GRY,IL
11/08/2017,BUIC,4D,RED,IL
11/08/2017,OLDS,4D,RED,MI
09/10/2017,CHEV,PK,GRY,IL
10/07/2017,TOYT,4T,WHI,IL
10/07/2017,FORD,4D,GRY,IL
09/10/2017,NISS,4D,SIL,IL
09/10/2017,DODG,VN,GRY,IL
10/07/2017,GMC,VN,MAR,IL
11/08/2017,NISS,4D,GRY,IL
11/08/2017,CHEV,4D,SIL,IL
10/07/2017,KIA,LL,GRY,IL
09/01/2017,NISS,4D,SIL,
09/12/2017,KIA,4D,GRY,IL
09/11/2017,CHRY,4D,GLD,IL
11/08/2017,LEXS,4D,GRY,IL
11/08/2017,HOND,2D,YEL,IL
11/08/2017,YAMA,MC,WHI,IL
09/10/2017,PONT,4D,TAN,IL
10/07/2017,NISS,4D,GRY,IL
11/08/2017,MAZD,4D,GRY,IL
10/30/2017,BUIC,4D,,IL
10/30/2017,PONT,4D,BLU,IL
10/30/2017,TOYT,4D,RED,IL
11/08/2017,DODG,PK,BLK,IL
11/08/2017,DODG,VN,RED,IL
11/08/2017,FORD,4D,BLK,IL
09/10/2017,SUBA,4D,RED,IL
11/08/2017,FORD,VN,GRN,IL
11/09/2017,FORD,4D,RED,IL
09/10/2017,OLDS,4D,WHI,IL
10/07/2017,FORD,LL,BLK,IL
11/08/2017,PONT,4D,WHI,IL
10/07/2017,CHEV,4T,RED,IL
10/07/2017,INFI,4D,WHI,IL
11/08/2017,CHEV,4D,BLU,IL
10/07/2017,FORD,4D,BLU,IL
11/08/2017,PONT,4D,BLK,IL
09/10/2017,FORD,LL,BLU,IN
10/07/2017,PONT,4D,SIL,IL
10/07/2017,CHEV,4D,SIL,IL
11/08/2017,TOYT,2D,SIL,WI
11/08/2017,SUZI,4D,RED,IL
11/08/2017,CHRY,SW,BLU,TX
11/08/2017,CHEV,LL,BLU,IL
11/08/2017,HYUN,4D,BLU,IA
11/08/2017,NIAG,LL,BLK,IL
11/08/2017,LINC,4D,BLU,IL
11/08/2017,MITS,4D,GRY,IL
11/08/2017,GMC,PK,YEL,IL
10/08/2017,MERC,2D,BLK,IL
11/08/2017,NIAG,4D,SIL,IL
11/08/2017,CHEV,4D,GRY,IL
11/08/2017,HOND,2D,SIL,IL
11/09/2017,PONT,LL,MAR,IL
11/09/2017,CHEV,4D,GRY,
11/10/2017,PONT,4T,WHI,IL
11/10/2017,DODG,4T,WHI,IL
10/07/2017,CADI,4D,BLK,IL
11/08/2017,GMC,VC,WHI,AZ
11/08/2017,CHEV,VC,RED,IL
11/08/2017,CHRY,VC,BLU,IL
11/08/2017,FORD,PK,WHI,AZ
11/08/2017,AUDI,LL,BLK,IL
10/08/2017,MAZD,4D,SIL,MI
09/11/2017,AUDI,LL,BLK,IL
11/07/2017,PONT,VN,GRY,IL
10/08/2017,CALI,MC,BLU,IL
10/08/2017,VOLK,2D,SIL,IL
11/08/2017,DODG,4D,SIL,IL
11/09/2017,PONT,4D,SIL,
10/02/2017,NISS,4D,SIL,IL
10/02/2017,MERC,4D,BLU,IL
10/02/2017,FORD,4D,BLU,IL
10/03/2017,HOND,4D,WHI,IL
10/03/2017,FORD,LL,RED,IL
10/03/2017,FORD,4D,GRY,IL
10/07/2017,DODG,4D,BLK,IL
10/07/2017,CHEV,4T,SIL,IL
11/08/2017,FORD,4D,WHI,IL
10/07/2017,FORD,LL,BLK,IL
10/07/2017,JEEP,LL,BLU,IL
10/07/2017,TOYT,4T,GRY,IL
